"   ","1070"
"***","350"
" = ","112"
"sta","99"
"cio","95"
"ali","89"
"int","88"
"aci","83"
"pac","80"
"spa","80"
"ien","79"
"lie","79"
"nte","79"
"ist","75"
"ari","71"
"rio","71"
"sua","71"
"uar","71"
"est","70"
"esp","64"
"ian","64"
"lis","64"
"stu","64"
"ant","63"
"dia","63"
"tud","63"
"udi","63"
"io.","62"
".es","59"
"bro","57"
"ibr","57"
"pos","57"
"			","56"
" pr","53"
".po","53"
"tal","52"
"oid","51"
"voi","51"
" li","47"
"ota","46"
"tot","46"
"  p","45"
"= 0","45"
"nt ","45"
"Lib","44"
"f (","44"
"Usu","43"
"f(""","43"
"if ","43"
"rin","43"
"lle","42"
") {","41"
"let","41"
"pri","41"
"ull","41"
""");","40"
"ntf","40"
"();","39"
"ion","39"
"o.p","39"
"tf(","39"
"get","37"
"// ","36"
"id ","36"
"tes","36"
"  i","35"
" al","35"
"\n""","35"
"box","35"
"hit","35"
"ios","35"
"itb","35"
"tbo","35"
" 0;","34"
" re","34"
"Est","33"
"res","33"
" de","32"
"a->","32"
"ta-","32"
"  }","31"
"[i]","31"
"ent","31"
"n"")","31"
"Bul","30"
"tur","30"
"ado","29"
"enM","29"
"etu","29"
"ibl","29"
"osX","29"
"ret","29"
"urn","29"
" in","28"
"ar ","28"
"riz","28"
"usu","28"
".hi","27"
"se ","27"
"; i","26"
"AL_","26"
"aye","26"
"bre","26"
"lay","26"
"on ","26"
"or ","26"
"yer","26"
" //","25"
" ==","25"
"== ","25"
"HB_","25"
"_HB","25"
"iza","25"
"tri","25"
" if","24"
"= 1","24"
"de ","24"
"osY","24"
"os[","24"
"ros","24"
"tul","24"
"ulo","24"
" es","23"
" i ","23"
" us","23"
"Mat","23"
"atr","23"
"ive","23"
"nMa","23"
"rix","23"
"s[i","23"
"str","23"
"  f","22"
" < ","22"
"bli","22"
"dri","22"
"i].","22"
"idx","22"
"liv","22"
"o.h","22"
"odr","22"
"t i","22"
"	if","21"
"->e","21"
"AX_","21"
"MAX","21"
"eca","21"
"es ","21"
"iot","21"
"itu","21"
"lio","21"
"nt_","21"
"ote","21"
"tec","21"
"tit","21"
"	al","20"
"bib","20"
"o()","20"
"os ","20"
"ove","20"
"tad","20"
"tar","20"
">es","19"
"L_H","19"
"arr","19"
"e =","19"
"for","19"
"gre","19"
"id)","19"
"lib","19"
"o =","19"
"pla","19"
"r (","19"
"  r","18"
" 1;","18"
" en","18"
"++)","18"
"Mov","18"
"ect","18"
"et.","18"
"io(","18"
"mbr","18"
"nod","18"
"omb","18"
"  l","17"
" BA","17"
"(vo","17"
"ave","17"
"ca[","17"
"ier","17"
"nav","17"
"nom","17"
"ro ","17"
"sX ","17"
" .e","16"
", .","16"
".\n","16"
"Esp","16"
"PL_","16"
"bar","16"
"cti","16"
"ix[","16"
"rEs","16"
"rea","16"
"rie","16"
"rri","16"
"tio","16"
"		a","15"
" (i","15"
" 1)","15"
" si","15"
"0, ","15"
"0; ","15"
"= B","15"
"Pre","15"
"].t","15"
"_t ","15"
"dos","15"
"el ","15"
"enB","15"
"erB","15"
"nBu","15"
"rBu","15"
"rLi","15"
"rn ","15"
"t_a","15"
"te ","15"
"  b","14"
" (v","14"
" ch","14"
" no","14"
"ATR","14"
"B_A","14"
"Der","14"
"IX_","14"
"L_M","14"
"Lis","14"
"MAT","14"
"RIX","14"
"TRI","14"
"X_S","14"
"].e","14"
"_AB","14"
"_MA","14"
"_TI","14"
